Ensembl Gene ID,Human Ensembl Gene ID,% Identity with respect to query gene,"Orthology confidence [0 low, 1 high]",Human Chromosome Name,Human Chromosome Start (bp),Human Chromosome End (bp)
YLR002C,ENSG00000173145,29,1,10,94333226,94362959
YFL045C,ENSG00000140650,56,1,16,8788823,8849331
YFL045C,ENSG00000100417,56,1,22,41576894,41589890
YPR091C,,,,,,
YOL083W,,,,,,
YLR307C-A,,,,,,
YDR366C,,,,,,
Q0065,,,,,,
YER190C-A,,,,,,
YDR545C-A,,,,,,
YNL020C,ENSG00000115977,21,1,2,69457997,69674349
YNL020C,ENSG00000138756,19,1,4,78776342,78916372
YNL020C,ENSG00000116675,9,1,1,65248219,65415869
YNL020C,ENSG00000178950,21,1,4,849276,932373
YGL125W,ENSG00000177000,41,1,1,11785723,11806920
YKR038C,ENSG00000092094,59,1,14,20446411,20455105
YDL215C,,,,,,
YLR354C,ENSG00000177156,59,1,11,747329,765024
YCR022C,,,,,,
YFR008W,,,,,,
YDR284C,ENSG00000147535,29,1,8,38263130,38269243
YDR284C,ENSG00000203805,27,1,10,120456954,120589855
YFL013C,,,,,,
YKL051W,,,,,,
YPR174C,,,,,,
YMR091C,,,,,,
YJL143W,ENSG00000126768,45,1,X,48893447,48898143
YJL143W,ENSG00000134375,46,1,1,201955491,201970661
YDR112W,,,,,,
YGR057C,,,,,,
YKL194C,,,,,,
YLR308W,,,,,,
YBR065C,ENSG00000086589,21,1,5,150690794,150701107
YMR029C,,,,,,
YHL042W,,,,,,
YPR121W,,,,,,
YNL068C,ENSG00000160973,6,1,8,144473412,144476335
YNL068C,ENSG00000170802,9,1,2,48314637,48379294
YNL068C,ENSG00000176302,5,1,11,118971707,118981291
YNL068C,ENSG00000109101,9,1,17,28506243,28538896
YNL068C,ENSG00000176165,10,1,14,28765388,28770277
YNL068C,ENSG00000164916,13,1,7,4682309,4771443
YNL068C,ENSG00000053254,9,1,14,89124871,89619149
YNL068C,ENSG00000198815,10,1,1,42176539,42335877
YNL068C,ENSG00000103241,8,1,16,86510527,86515418
YNL068C,ENSG00000164379,8,1,6,1312473,1314187
YNL068C,ENSG00000139445,8,1,12,109277979,109309220
YNL068C,ENSG00000141568,14,1,17,82519713,82644662
YNL068C,ENSG00000129654,10,1,17,76136333,76141299
YNL068C,ENSG00000137273,8,1,6,1389834,1395597
YNL068C,ENSG00000065970,10,1,12,8032703,8055503
YNL068C,ENSG00000189299,4,1,X,55623400,55625325
YLR156C-A,,,,,,
YGL157W,,,,,,
YGL178W,,,,,,
YMR148W,,,,,,
YML058W,,,,,,
YLR249W,,,,,,
YGR019W,ENSG00000183044,41,1,16,8674565,8784575
YJL049W,,,,,,
YBR263W,,,,,,
YOR249C,,,,,,
YBL097W,ENSG00000121152,20,1,2,96335787,96373845
YCR020W-B,,,,,,
YPR044C,,,,,,
YDR286C,,,,,,
YDR170W-A,,,,,,
YLR342W-A,,,,,,
YGR027W-A,,,,,,
YBL043W,,,,,,
YLR018C,,,,,,
YMR076C,ENSG00000083642,17,1,13,32586427,32778019
YMR076C,ENSG00000121892,17,1,4,39822863,39977956
YOR251C,ENSG00000128309,32,1,22,37019635,37029822
YOR251C,ENSG00000128311,30,1,22,37010859,37020183
YAR070C,,,,,,
YBR124W,,,,,,
YJR135W-A,ENSG00000150779,30,1,11,112084800,112086798
YJR135W-A,ENSG00000126953,37,1,X,101345661,101349196
YOR186W,,,,,,
YDR083W,ENSG00000132275,31,1,11,6595075,6603620
YOR011W-A,,,,,,
YOR267C,,,,,,
YLR109W,ENSG00000126432,25,1,11,64318088,64321811
YOR032C,,,,,,
YOR091W,ENSG00000065548,43,1,2,186486156,186509363
YKR059W,ENSG00000165732,32,1,10,68956128,68985073
YKR059W,ENSG00000107625,31,1,10,68901278,68946847
YBR205W,,,,,,
YLR316C,ENSG00000213638,22,1,19,1905378,1913447
YDR406W-A,,,,,,
YLR292C,,,,,,
YCR044C,ENSG00000161395,25,1,17,39671122,39696797
YLR216C,ENSG00000185250,20,1,6,109390215,109441171
YLR216C,ENSG00000138398,31,1,2,169584340,169641406
YLR216C,ENSG00000114857,32,1,3,42600614,42648741
YLR216C,ENSG00000171497,43,1,4,158709134,158723396
YDR046C,,,,,,
YGR069W,,,,,,
YJL092W,,,,,,
YDR096W,ENSG00000186280,12,1,11,94973681,94999518
YDR096W,ENSG00000235268,12,1,11,95025258,95027596
YDR096W,ENSG00000066135,15,1,1,43650158,43705515
YDR096W,ENSG00000127663,17,1,19,4969113,5153595
YDR096W,ENSG00000274527,14,1,9,6720863,7077263
YDR096W,ENSG00000107077,16,1,9,6757641,7175648
YML018C,ENSG00000115084,32,1,2,113705011,113756823
YLR445W,,,,,,
YOR138C,,,,,,
YOR369C,ENSG00000112306,45,1,6,132814441,132817564
YGR246C,ENSG00000185024,29,1,14,105209286,105315589
YJR145C,ENSG00000280969,68,1,Y,20756164,20781032
YJR145C,ENSG00000198034,72,1,X,72255679,72277300
YJR145C,ENSG00000129824,70,1,Y,2841486,2932000
YJR138W,ENSG00000100150,18,1,22,31753951,31907034
YHR059W,,,,,,
YLR138W,,,,,,
YHL009W-B,,,,,,
YDR098C-B,,,,,,
YNL156C,,,,,,
YNL106C,ENSG00000165458,11,1,11,72223701,72239105
YNL106C,ENSG00000159082,28,1,21,32628759,32728048
YNL106C,ENSG00000148384,11,1,9,136428619,136439822
YNL106C,ENSG00000168918,13,1,2,233059967,233207903
YNL106C,ENSG00000078269,26,1,6,157981887,158099176
YNL106C,ENSG00000204084,16,1,1,37860697,37947057
YNL106C,ENSG00000132376,9,1,17,1494571,1516888
YNL106C,ENSG00000122126,15,1,X,129539849,129592561
YNL106C,ENSG00000185133,12,1,22,31122731,31134696
YNL286W,ENSG00000102241,29,1,X,136497079,136512346
YNL093W,ENSG00000080371,34,1,12,71754874,71800285
YNL093W,ENSG00000267261,40,1,17,42119674,42154916
YNL093W,ENSG00000139832,28,1,13,110523066,110561733
YNL093W,ENSG00000168461,35,1,18,9708165,9862551
YNL093W,ENSG00000124839,32,1,2,237574322,237601614
YNL093W,ENSG00000169228,32,1,5,177301198,177303744
YNL093W,ENSG00000124209,35,1,20,58309696,58367507
YNL093W,ENSG00000144566,47,1,3,19947079,19985175
YNL093W,ENSG00000108774,45,1,17,42124976,42155044
YNL093W,ENSG00000111540,43,1,12,55973913,55996683
YIL040W,,,,,,
YKL104C,ENSG00000198380,54,1,2,69319769,69387254
YKL104C,ENSG00000131459,55,1,5,180300690,180353387
YLR186W,ENSG00000126749,51,1,12,6970893,6979941
YLR186W,ENSG00000268439,46,1,12,6970921,6997428
YDR425W,,,,,,
YGL134W,,,,,,
YJR094W-A,ENSG00000197756,66,1,2,216498189,216579180
YDR293C,,,,,,
YBL113W-A,,,,,,
YNR015W,ENSG00000167264,35,1,16,67987746,68079320
YKL006W,ENSG00000188846,40,1,3,40457292,40468587
YLR456W,,,,,,
YDR448W,ENSG00000173011,24,1,4,7041899,7057952
YDR448W,ENSG00000276234,26,1,17,37406874,37479730
YIL166C,,,,,,
YDR097C,ENSG00000116062,30,1,2,47695530,47810101
YER184C,,,,,,
YJL047C-A,,,,,,
YJL066C,,,,,,
YKL095W,ENSG00000105248,27,1,19,4247079,4269090
YKL095W,ENSG00000104957,23,1,19,13731760,13763296
YLR368W,,,,,,
YOR194C,,,,,,
YGR060W,ENSG00000170271,12,1,5,154818491,154859252
YGR060W,ENSG00000052802,22,1,4,165327623,165343160
YGR060W,ENSG00000138135,17,1,10,89205629,89207314
YHR041C,,,,,,
YBR115C,ENSG00000080511,5,1,19,10013249,10022279
YBR115C,ENSG00000184544,5,1,17,9771434,9791297
YBR115C,ENSG00000170426,4,1,12,56923154,56934405
YBR115C,ENSG00000139547,4,1,12,56951431,56959374
YBR115C,ENSG00000108786,5,1,17,42549214,42555213
YBR115C,ENSG00000176387,5,1,16,67430652,67437553
YBR115C,ENSG00000161267,3,1,3,197509783,197573323
YBR115C,ENSG00000135437,4,1,12,55720367,55724705
YBR115C,ENSG00000025423,4,1,12,56752161,56787790
YBR115C,ENSG00000109016,5,1,17,21123364,21193265
YBR115C,ENSG00000073737,4,1,2,169064789,169096167
YBR115C,ENSG00000086696,4,1,16,82035004,82098534
YBR115C,ENSG00000100612,6,1,14,60144120,60169856
YBR115C,ENSG00000119537,5,1,18,63327726,63367510
YCR097W,,,,,,
YBR147W,ENSG00000040487,28,1,1,19312326,19329300
YBR147W,ENSG00000174899,8,1,3,157543246,157677749
YFL003C,ENSG00000057468,28,1,1,75796882,75913238
YHR086W,ENSG00000180098,13,1,1,28553085,28578545
YHR086W,ENSG00000137434,3,1,6,10671418,10694797
YOL120C,ENSG00000063177,56,1,19,48615328,48619536
YML079W,,,,,,
YOR125C,ENSG00000167186,38,1,16,19067599,19080095
YLR065C,,,,,,
YNL298W,ENSG00000157764,13,1,7,140719327,140924764
YNL298W,ENSG00000078061,13,1,X,47561100,47571920
YNL298W,ENSG00000143674,12,1,1,233327768,233385148
YNL298W,ENSG00000073803,11,1,3,185282941,185489097
YNL298W,ENSG00000173327,12,1,11,65597755,65615382
YNL298W,ENSG00000139625,11,1,12,53479669,53500063
YNL298W,ENSG00000135341,10,1,6,90513573,90587045
YNL298W,ENSG00000166333,7,1,11,6603708,6610874
YNL298W,ENSG00000141068,14,1,17,27456714,27626438
YNL298W,ENSG00000171435,13,1,12,117453012,117968983
YNL298W,ENSG00000006432,13,1,14,70722526,70809534
YNL298W,ENSG00000132155,15,1,3,12583601,12664226
YNL298W,ENSG00000130758,12,1,19,40191744,40215575
YNL298W,ENSG00000259030,12,1,1,74198235,74543982
YNL298W,ENSG00000116783,12,1,1,74235401,74544428
YNL298W,ENSG00000172680,9,1,8,56112942,56113982
YNL298W,ENSG00000091436,9,1,2,173075435,173268010
YPL134C,ENSG00000183032,34,1,14,36677921,37172866
YER078C,ENSG00000196236,33,1,22,40857077,40932815
YGL225W,,,,,,
YLR129W,ENSG00000065183,37,1,1,117929720,117966542
YNL224C,,,,,,
YNL122C,,,,,,
YGL066W,,,,,,
YCL067C,,,,,,
YNL217W,,,,,,
YGL063W,ENSG00000177192,29,1,12,131929200,131945896
YML030W,,,,,,
YPL152W-A,,,,,,
YAL039C,ENSG00000004961,35,1,X,11111301,11123078
YOR261C,ENSG00000103035,46,1,16,74296775,74306288
YOR261C,ENSG00000279081,22,1,13,18206570,18207469
YOR261C,ENSG00000175390,23,1,11,7970251,8001862
YOR261C,ENSG00000168090,20,1,7,100088954,100092200
YLR191W,ENSG00000162928,23,1,2,61017225,61051990
YMR316W,,,,,,
YCR027C,ENSG00000134533,30,1,12,15107783,15348675
YCR027C,ENSG00000122035,26,1,13,27270327,27273690
YCR027C,ENSG00000111404,23,1,12,18080869,18320107
YCR027C,ENSG00000103710,24,1,15,65053337,65076690
YCR027C,ENSG00000167550,35,1,12,49064685,49070025
YCR027C,ENSG00000128045,26,1,4,52862290,52866835
YCR027C,ENSG00000106615,34,1,7,151466012,151520120
YDL046W,,,,,,
YER125W,ENSG00000002746,35,1,7,43112599,43566001
YER125W,ENSG00000049759,40,1,18,58044367,58401540
YER125W,ENSG00000119682,20,1,14,74653437,74713115
YER125W,ENSG00000138411,36,1,2,196194370,196593692
YER125W,ENSG00000198373,39,1,16,69762306,69941741
YER125W,ENSG00000198742,36,1,7,99027438,99144100
YER125W,ENSG00000108854,36,1,17,64542295,64662068
YER125W,ENSG00000078747,41,1,20,34363235,34511393
YER125W,ENSG00000086758,33,1,X,53532096,53686729
YER125W,ENSG00000069869,36,1,15,55826922,55993746
YER125W,ENSG00000123124,40,1,8,86342738,86478420
YMR263W,,,,,,
YOL113W,ENSG00000157764,16,1,7,140719327,140924764
YOL113W,ENSG00000078061,16,1,X,47561100,47571920
YOL113W,ENSG00000143674,15,1,1,233327768,233385148
YOL113W,ENSG00000073803,14,1,3,185282941,185489097
YOL113W,ENSG00000173327,15,1,11,65597755,65615382
YOL113W,ENSG00000139625,13,1,12,53479669,53500063
YOL113W,ENSG00000135341,12,1,6,90513573,90587045
YOL113W,ENSG00000166333,9,1,11,6603708,6610874
YOL113W,ENSG00000141068,17,1,17,27456714,27626438
YOL113W,ENSG00000171435,16,1,12,117453012,117968983
YOL113W,ENSG00000006432,15,1,14,70722526,70809534
YOL113W,ENSG00000132155,17,1,3,12583601,12664226
YOL113W,ENSG00000130758,16,1,19,40191744,40215575
YOL113W,ENSG00000259030,14,1,1,74198235,74543982
YOL113W,ENSG00000116783,14,1,1,74235401,74544428
YOL113W,ENSG00000172680,12,1,8,56112942,56113982
YOL113W,ENSG00000091436,11,1,2,173075435,173268010
YAL001C,,,,,,
YDR517W,ENSG00000115806,22,1,2,170928464,170967129
YDR517W,ENSG00000114745,18,1,3,39096659,39108363
YBR197C,,,,,,
YDR192C,,,,,,
YJR132W,ENSG00000205339,21,1,11,9384622,9448126
YJR132W,ENSG00000133704,21,1,12,30628988,30695986
YER021W,ENSG00000108344,31,1,17,39980797,39997960
YGL034C,,,,,,
YKL014C,,,,,,
YDL106C,,,,,,
YGR197C,,,,,,
YDR365C,ENSG00000089048,32,1,20,13714322,13784886
YNL280C,ENSG00000143815,39,1,1,225401502,225428925
YNL280C,ENSG00000172893,29,1,11,71428193,71452868
YNL280C,ENSG00000149809,38,1,11,65111845,65116384
YCR030C,,,,,,
YDL154W,ENSG00000255152,23,1,6,31740020,31764851
YDL154W,ENSG00000204410,23,1,6,31739948,31762834
YDR505C,,,,,,
YGL033W,,,,,,
YMR211W,,,,,,
YBR221W-A,,,,,,
YBL036C,ENSG00000147471,38,1,8,37762593,37779767
YGL202W,ENSG00000109576,26,1,4,170060222,170091699
YIL176C,,,,,,
YOL147C,,,,,,
YPR178W,ENSG00000196981,19,1,3,122412332,122416051
YPR178W,ENSG00000139323,14,1,12,89419718,89526024
YPR178W,ENSG00000136875,34,1,9,113275343,113292905
YPR178W,ENSG00000122692,14,1,9,33041764,33076659
YPR178W,ENSG00000140854,14,1,16,57735730,57757250
YPR178W,ENSG00000140395,12,1,15,78277835,78299794
YPR178W,ENSG00000123977,18,1,2,227871054,227924344
YPR178W,ENSG00000164087,14,1,3,52075253,52154690
YPR178W,ENSG00000007168,17,1,17,2593210,2685615
YPR178W,ENSG00000136918,16,1,9,124853417,124857890
YPR178W,ENSG00000196363,18,1,9,134135365,134159968
YPR178W,ENSG00000060688,13,1,1,31259568,31296782
YFR007W,,,,,,
YEL008W,,,,,,
YGR072W,,,,,,
YER022W,,,,,,
YNL069C,ENSG00000142541,55,1,19,49487554,49492308
YIL118W,ENSG00000072422,25,1,10,60869438,61001440
YJR008W,ENSG00000162959,35,1,2,31865060,32011230
YKL217W,,,,,,
YAR060C,,,,,,
YCL010C,,,,,,
YNL303W,,,,,,
YPL036W,,,,,,
YJR024C,ENSG00000149089,43,1,11,34853094,34916499
YBR042C,ENSG00000155189,18,1,8,6708357,6759666
YBR042C,ENSG00000172954,18,1,2,30447226,30644225
YBR042C,ENSG00000026652,19,1,6,161129979,161274061
YBR042C,ENSG00000160216,18,1,21,43865186,43986536
YAL047C,,,,,,
YER056C-A,ENSG00000109475,50,1,4,108620566,108630412
YFR011C,,,,,,
YDR256C,ENSG00000121691,47,1,11,34438925,34472062
YFL065C,,,,,,
YNL287W,ENSG00000181789,33,1,3,129249606,129277773
YNL287W,ENSG00000158623,33,1,7,130506238,130668748
YAL065C,,,,,,
YGR103W,ENSG00000100029,38,1,22,30576625,30607083
YLR061W,ENSG00000163584,41,1,3,170864875,170870483
YLR061W,ENSG00000116251,45,1,1,6181269,6209389
YLR171W,,,,,,
YGR161W-A,,,,,,
YOR281C,ENSG00000163440,26,1,4,55556525,55592212
YOR281C,ENSG00000136940,16,1,9,122798389,122828631
YOR281C,ENSG00000116703,14,1,1,186443566,186461122
YOR281C,ENSG00000115539,24,1,2,100562690,100576735
YBR162C,,,,,,
YJL078C,ENSG00000122694,7,1,9,36136536,36163913
YMR114C,ENSG00000183624,24,1,3,129278828,129306186
YJL152W,,,,,,
YGR251W,,,,,,
YJL067W,,,,,,
YBR094W,,,,,,
YDR118W-A,,,,,,
YGR065C,,,,,,
YGR031C-A,,,,,,
YEL017C-A,,,,,,
YGL251C,ENSG00000162669,28,1,1,91260766,91404869
YOR260W,ENSG00000070785,19,1,1,44850522,44986722
YKL021C,ENSG00000111845,22,1,6,10694695,10709782
YKR028W,ENSG00000100239,12,1,22,50343304,50445090
YKR028W,ENSG00000110075,11,1,11,68460731,68615334
YKR028W,ENSG00000105063,11,1,19,55229780,55258995
YOR374W,ENSG00000136010,42,1,12,105019784,105084577
YOR374W,ENSG00000165092,46,1,9,72900662,73080442
YOR374W,ENSG00000137124,48,1,9,38392664,38398661
YOR374W,ENSG00000164904,25,1,5,126541841,126595418
YOR374W,ENSG00000161618,24,1,19,49453169,49471048
YOR374W,ENSG00000257767,24,1,12,111753890,111791418
YOR374W,ENSG00000128918,48,1,15,57953424,58497866
YOR374W,ENSG00000184254,47,1,15,100877714,100916626
YOR374W,ENSG00000111275,48,1,12,111766887,111817529
YOR374W,ENSG00000144908,43,1,3,126103562,126197994
YHL026C,,,,,,
YNR062C,,,,,,
YHR014W,,,,,,
YCR028C,,,,,,
YDL015C,ENSG00000099797,29,1,19,14517085,14565980
YDL015C,ENSG00000205678,29,1,4,64275257,64409468
YJL102W,ENSG00000164347,33,1,5,74721204,74767371
YCR016W,,,,,,
YER058W,,,,,,
YER149C,,,,,,
YJL147C,,,,,,
YDL035C,,,,,,
YDR533C,,,,,,
YGL222C,,,,,,
YDL090C,ENSG00000257365,37,1,14,64986720,65062652
YDL090C,ENSG00000125954,36,1,14,64914485,65061803
YBR177C,ENSG00000168792,16,1,17,29560547,29567137
YBR177C,ENSG00000143994,21,1,2,27123789,27130812
YBR177C,ENSG00000158201,20,1,18,21650897,21704805
YBR177C,ENSG00000140526,18,1,15,89087459,89202360
YJL034W,,,,,,
YML012C-A,,,,,,
YNR059W,,,,,,
YOR034C-A,,,,,,
YGR156W,,,,,,
YLR066W,ENSG00000129128,23,1,4,176319964,176332245
YBR125C,ENSG00000115241,33,1,2,27381194,27409687
YOR376W,,,,,,
YBR173C,,,,,,
YCL023C,,,,,,
YHR057C,ENSG00000131013,30,1,6,149504733,149546038
YHR057C,ENSG00000240344,23,1,2,200870907,200889303
YHR057C,ENSG00000153015,31,1,5,64768930,65018763
YHR057C,ENSG00000171960,42,1,1,42658425,42676758
YHR057C,ENSG00000166794,50,1,15,64155812,64163205
YHR057C,ENSG00000113593,40,1,5,65563236,65587549
YHR057C,ENSG00000137168,36,1,6,36854827,36875024
YHR057C,ENSG00000100023,35,1,22,21652270,21700015
YHR057C,ENSG00000168938,50,1,5,123023250,123036741
YAL051W,,,,,,
YOL162W,,,,,,
YOR077W,ENSG00000151657,34,1,10,7750962,7787981
YLR234W,ENSG00000177302,40,1,17,18271428,18315007
YLR234W,ENSG00000100038,32,1,22,21957025,21982816
YDR198C,,,,,,
YJR124C,,,,,,
YHR107C,,,,,,
YER112W,ENSG00000130520,24,1,19,18306230,18323274
YLL066C,,,,,,
YCL026C-A,,,,,,
YLR174W,ENSG00000182054,62,1,15,90083045,90102504
YLR174W,ENSG00000138413,61,1,2,208236227,208266074
YCR018C-A,,,,,,
YGR108W,ENSG00000162063,14,1,16,2429394,2458854
YGR108W,ENSG00000105173,15,1,19,29811898,29824308
YGR108W,ENSG00000157456,25,1,15,59105078,59125045
YGR108W,ENSG00000133101,20,1,13,36431520,36442882
YGR108W,ENSG00000112576,12,1,6,41934933,42050357
YGR108W,ENSG00000147082,20,1,X,50202713,50351910
YGR108W,ENSG00000145386,20,1,4,121816444,121823933
YGR108W,ENSG00000152669,15,1,5,55231152,55233680
YGR108W,ENSG00000134057,24,1,5,69167010,69178245
YGR108W,ENSG00000110092,10,1,11,69641087,69654474
YGR108W,ENSG00000175305,15,1,8,94879770,94896678
YGR108W,ENSG00000118971,11,1,12,4273772,4305350
YDR346C,,,,,,
YDL232W,,,,,,
YDR091C,ENSG00000164163,68,1,4,145097932,145129179
YER165C-A,,,,,,
YKR092C,ENSG00000166197,34,1,10,102152176,102163871
YLR269C,,,,,,
YEL069C,ENSG00000160326,19,1,9,133471095,133479137
YEL069C,ENSG00000136856,21,1,9,127397138,127408424
YLR117C,ENSG00000101343,38,1,20,20034368,20056046
YLR385C,,,,,,
YBR250W,,,,,,
YDR143C,,,,,,
YER185W,,,,,,
YGL007W,,,,,,
YAL031C,,,,,,
YNR075C-A,,,,,,
YOL013C,ENSG00000170881,10,1,8,124474738,124487914
YOL013C,ENSG00000145860,11,1,5,159157409,159210053
YOL013C,ENSG00000162298,16,1,11,65121780,65134533
YOL013C,ENSG00000159461,14,1,16,56361452,56425538
YGR139W,,,,,,
YLR089C,ENSG00000167701,37,1,8,144502973,144507174
YLR089C,ENSG00000166123,38,1,16,46884378,46931297
YKL222C,,,,,,
YKL155C,,,,,,
YGR154C,,,,,,
YNL277W,,,,,,
YOL061W,,,,,,
YDL014W,ENSG00000188573,60,1,5,168529116,168530634
YDL014W,ENSG00000105202,62,1,19,39834458,39846414
YFR013W,,,,,,
YCL064C,ENSG00000135094,30,1,12,113392445,113426301
YCL064C,ENSG00000139410,29,1,12,113422237,113438276
YDR493W,,,,,,
YLR345W,,,,,,
YGL022W,ENSG00000163527,53,1,3,31532638,31637622
YGL022W,ENSG00000134910,51,1,11,125591712,125625215
YLR192C,,,,,,
YOR265W,,,,,,
YCL019W,,,,,,
YDR031W,,,,,,
YOR333C,,,,,,
YDL190C,ENSG00000110344,22,1,11,118359585,118399211
YDL190C,ENSG00000130939,26,1,1,10032832,10181239
YKR083C,,,,,,
YBR141C,,,,,,
YAL008W,,,,,,
YDR453C,ENSG00000165672,56,1,10,119167703,119178833
YDR453C,ENSG00000167815,61,1,19,12796820,12801859
YDR453C,ENSG00000123131,51,1,X,23664262,23686399
YDR453C,ENSG00000117450,58,1,1,45511036,45523047
YDR191W,,,,,,
YDR490C,ENSG00000140992,22,1,16,2537964,2603188
YER107W-A,,,,,,
YLR459W,ENSG00000101464,31,1,20,34560542,34698790
YNL193W,,,,,,
YHR099W,ENSG00000196367,28,1,7,98877933,99013243
YLR360W,,,,,,
YKL070W,,,,,,
YPR170W-B,,,,,,
YKL145W-A,,,,,,
YOR142W,ENSG00000131473,26,1,17,41866908,41930542
YOR142W,ENSG00000163541,53,1,2,84423523,84460045
YDR304C,ENSG00000131013,26,1,6,149504733,149546038
YDR304C,ENSG00000240344,21,1,2,200870907,200889303
YDR304C,ENSG00000153015,25,1,5,64768930,65018763
YDR304C,ENSG00000171960,36,1,1,42658425,42676758
YDR304C,ENSG00000166794,47,1,15,64155812,64163205
YDR304C,ENSG00000113593,34,1,5,65563236,65587549
YDR304C,ENSG00000137168,30,1,6,36854827,36875024
YDR304C,ENSG00000100023,32,1,22,21652270,21700015
YDR304C,ENSG00000168938,43,1,5,123023250,123036741
YLR430W,ENSG00000107290,17,1,9,132261356,132354985
YPL020C,ENSG00000119231,15,1,3,196867856,196934714
YPL020C,ENSG00000161956,12,1,17,7561875,7571969
YPL020C,ENSG00000163904,15,1,3,185582496,185633551
YPL020C,ENSG00000277957,12,1,17,7563287,7578715
YPL020C,ENSG00000079387,16,1,12,48042898,48106308
YHL023C,,,,,,
YLR165C,,,,,,
YOR283W,ENSG00000078237,26,1,12,4321205,4354593
YMR052C-A,,,,,,
YJR054W,,,,,,
YOR053W,,,,,,
YER084W-A,,,,,,
YHL005C,,,,,,
YMR255W,,,,,,
YDR029W,,,,,,
YDR033W,,,,,,
YPL154C,ENSG00000196188,39,1,1,206009264,206023909
YPL154C,ENSG00000229183,35,1,11,61222216,61231927
YPL154C,ENSG00000250644,17,1,11,1747806,1759051
YPL154C,ENSG00000117984,40,1,11,1752752,1763992
YPL154C,ENSG00000229859,35,1,11,61203307,61213098
YPL154C,ENSG00000096088,36,1,6,41736711,41754109
YPL154C,ENSG00000131400,39,1,19,50358477,50365830
YPL154C,ENSG00000143839,32,1,1,204154819,204166322
YPL154C,ENSG00000182240,21,1,21,41167801,41282518
YPL154C,ENSG00000256713,35,1,11,61241042,61251448
YPL154C,ENSG00000186318,21,1,11,117285207,117316259
YNL043C,,,,,,
YDR253C,,,,,,
YAL032C,ENSG00000100603,31,1,14,77717599,77761207
YNL241C,ENSG00000160211,46,1,X,154531391,154547572
YNL241C,ENSG00000049239,28,1,1,9234775,9271337
YNL014W,,,,,,
YEL011W,ENSG00000114480,58,1,3,81489699,81762161
YNL291C,,,,,,
YDL140C,ENSG00000181222,54,1,17,7484366,7514618
YLR079W,,,,,,
YMR104C,ENSG00000105221,23,1,19,40230317,40285536
YMR104C,ENSG00000118515,30,1,6,134169246,134318112
YMR104C,ENSG00000171132,23,1,2,45651345,46187990
YMR104C,ENSG00000101049,26,1,20,43558968,43588237
YMR104C,ENSG00000067606,21,1,1,2050470,2185395
YMR104C,ENSG00000126583,22,1,19,53879190,53907652
YMR104C,ENSG00000154229,22,1,17,66302636,66810743
YMR104C,ENSG00000142208,23,1,14,104769349,104795751
YMR104C,ENSG00000065675,24,1,10,6427143,6580301
YMR104C,ENSG00000027075,23,1,14,61187559,61550976
YMR104C,ENSG00000163932,23,1,3,53156009,53192717
YMR104C,ENSG00000117020,22,1,1,243488233,243851079
YMR104C,ENSG00000104205,28,1,8,66712418,66862022
YMR104C,ENSG00000163558,21,1,3,170222365,170305981
YMR104C,ENSG00000166501,21,1,16,23836001,24220611
YMR104C,ENSG00000270024,28,1,8,66667596,66860472
YOR348C,,,,,,
YOR097C,,,,,,
Q0143,,,,,,
YOR072W-B,,,,,,
YHR103W,,,,,,
YOL126C,,,,,,
YOL107W,ENSG00000126062,20,1,3,50354749,50359610
YHR026W,ENSG00000117410,48,1,1,43974487,43978295
YGL061C,,,,,,
YGR028W,ENSG00000138138,43,1,10,87751512,87841343
YMR141W-A,,,,,,
YJL089W,,,,,,
YKL116C,,,,,,
YHR134W,,,,,,
YOR022C,ENSG00000085788,16,1,8,38225218,38275558
YOR022C,ENSG00000100523,13,1,14,53036745,53153282
YOR022C,ENSG00000107651,16,1,10,119892711,119944658
YBR228W,ENSG00000132207,23,1,16,30193887,30197561
YBR228W,ENSG00000181625,23,1,16,29454501,29458219
YNL320W,ENSG00000139826,34,1,13,108218379,108234255
YNL320W,ENSG00000107362,20,1,9,71862452,71910931
YNL320W,ENSG00000136379,22,1,15,80679684,80755621
YNL320W,ENSG00000129968,22,1,19,1876810,1885547
YGR123C,ENSG00000156194,22,1,4,75859864,75902571
YGR123C,ENSG00000011485,39,1,19,46346994,46392981
YGR123C,ENSG00000086717,20,1,X,18675909,18827921
YBR269C,,,,,,
YMR220W,,,,,,
YLR290C,,,,,,
YMR188C,,,,,,
YNL258C,,,,,,
YNL075W,ENSG00000136718,52,1,2,130342225,130347810
YPR159W,,,,,,
YMR198W,,,,,,
YHR089C,ENSG00000109534,53,1,4,109815510,109824740
YBR194W,,,,,,
YBR190W,,,,,,
YNR018W,,,,,,
YAL044C,ENSG00000140905,34,1,16,81081961,81096403
YKL197C,ENSG00000127980,30,1,7,92487020,92528531
YKL139W,ENSG00000065883,32,1,7,39950037,40097134
YKL139W,ENSG00000167258,33,1,17,39461511,39564907
YKL139W,ENSG00000136807,24,1,9,127785679,127790787
YGR138C,,,,,,
YHR129C,,,,,,
YLR436C,,,,,,
YOR253W,,,,,,
YNL268W,,,,,,
YIL105C,,,,,,
YDL029W,ENSG00000148156,33,1,9,108854589,108856967
YDL029W,ENSG00000187003,30,1,9,108862266,108863759
YDL029W,ENSG00000117148,26,1,1,17755313,17827063
YDL029W,ENSG00000182584,19,1,20,33666498,33668525
YDL029W,ENSG00000138071,67,1,2,65227753,65271253
