"","Ensembl.Gene.ID","Human.Ensembl.Gene.ID","X..Identity.with.respect.to.query.gene","Orthology.confidence..0.low..1.high.","Human.Chromosome.Name","Human.Chromosome.Start..bp.","Human.Chromosome.End..bp.","essential"
"698","YNL068C","ENSG00000109101",9,1,"17",28506243,28538896,FALSE
"699","YNL068C","ENSG00000176165",10,1,"14",28765388,28770277,FALSE
"700","YNL068C","ENSG00000164916",13,1,"7",4682309,4771443,FALSE
"701","YNL068C","ENSG00000053254",9,1,"14",89124871,89619149,FALSE
"702","YNL068C","ENSG00000198815",10,1,"1",42176539,42335877,FALSE
"703","YNL068C","ENSG00000103241",8,1,"16",86510527,86515418,FALSE
"704","YNL068C","ENSG00000164379",8,1,"6",1312473,1314187,FALSE
"705","YNL068C","ENSG00000139445",8,1,"12",109277979,109309220,FALSE
"706","YNL068C","ENSG00000141568",14,1,"17",82519713,82644662,FALSE
"707","YNL068C","ENSG00000129654",10,1,"17",76136333,76141299,FALSE
"708","YNL068C","ENSG00000137273",8,1,"6",1389834,1395597,FALSE
"709","YNL068C","ENSG00000065970",10,1,"12",8032703,8055503,FALSE
"710","YNL068C","ENSG00000189299",4,1,"X",55623400,55625325,FALSE
"717","YGR019W","ENSG00000183044",41,1,"16",8674565,8784575,FALSE
"721","YBL097W","ENSG00000121152",20,1,"2",96335787,96373845,TRUE
"730","YMR076C","ENSG00000083642",17,1,"13",32586427,32778019,TRUE
"731","YMR076C","ENSG00000121892",17,1,"4",39822863,39977956,TRUE
"732","YOR251C","ENSG00000128309",32,1,"22",37019635,37029822,FALSE
"733","YOR251C","ENSG00000128311",30,1,"22",37010859,37020183,FALSE
"736","YJR135W-A","ENSG00000150779",30,1,"11",112084800,112086798,FALSE
"737","YJR135W-A","ENSG00000126953",37,1,"X",101345661,101349196,FALSE
"739","YDR083W","ENSG00000132275",31,1,"11",6595075,6603620,FALSE
"742","YLR109W","ENSG00000126432",25,1,"11",64318088,64321811,FALSE
"744","YOR091W","ENSG00000065548",43,1,"2",186486156,186509363,FALSE
"745","YKR059W","ENSG00000165732",32,1,"10",68956128,68985073,FALSE
"746","YKR059W","ENSG00000107625",31,1,"10",68901278,68946847,FALSE
"748","YLR316C","ENSG00000213638",22,1,"19",1905378,1913447,TRUE
"751","YCR044C","ENSG00000161395",25,1,"17",39671122,39696797,FALSE
"752","YLR216C","ENSG00000185250",20,1,"6",109390215,109441171,FALSE
"753","YLR216C","ENSG00000138398",31,1,"2",169584340,169641406,FALSE
"754","YLR216C","ENSG00000114857",32,1,"3",42600614,42648741,FALSE
"755","YLR216C","ENSG00000171497",43,1,"4",158709134,158723396,FALSE
"759","YDR096W","ENSG00000186280",12,1,"11",94973681,94999518,FALSE
"760","YDR096W","ENSG00000235268",12,1,"11",95025258,95027596,FALSE
"761","YDR096W","ENSG00000066135",15,1,"1",43650158,43705515,FALSE
"762","YDR096W","ENSG00000127663",17,1,"19",4969113,5153595,FALSE
"763","YDR096W","ENSG00000274527",14,1,"9",6720863,7077263,FALSE
"764","YDR096W","ENSG00000107077",16,1,"9",6757641,7175648,FALSE
"765","YML018C","ENSG00000115084",32,1,"2",113705011,113756823,FALSE
"768","YOR369C","ENSG00000112306",45,1,"6",132814441,132817564,FALSE
"769","YGR246C","ENSG00000185024",29,1,"14",105209286,105315589,TRUE
"770","YJR145C","ENSG00000280969",68,1,"Y",20756164,20781032,FALSE
"771","YJR145C","ENSG00000198034",72,1,"X",72255679,72277300,FALSE
"772","YJR145C","ENSG00000129824",70,1,"Y",2841486,2932000,FALSE
"773","YJR138W","ENSG00000100150",18,1,"22",31753951,31907034,FALSE
"779","YNL106C","ENSG00000165458",11,1,"11",72223701,72239105,FALSE
"780","YNL106C","ENSG00000159082",28,1,"21",32628759,32728048,FALSE
"781","YNL106C","ENSG00000148384",11,1,"9",136428619,136439822,FALSE
"782","YNL106C","ENSG00000168918",13,1,"2",233059967,233207903,FALSE
"783","YNL106C","ENSG00000078269",26,1,"6",157981887,158099176,FALSE
"784","YNL106C","ENSG00000204084",16,1,"1",37860697,37947057,FALSE
"785","YNL106C","ENSG00000132376",9,1,"17",1494571,1516888,FALSE
"786","YNL106C","ENSG00000122126",15,1,"X",129539849,129592561,FALSE
"787","YNL106C","ENSG00000185133",12,1,"22",31122731,31134696,FALSE
"788","YNL286W","ENSG00000102241",29,1,"X",136497079,136512346,FALSE
"789","YNL093W","ENSG00000080371",34,1,"12",71754874,71800285,FALSE
"790","YNL093W","ENSG00000267261",40,1,"17",42119674,42154916,FALSE
"791","YNL093W","ENSG00000139832",28,1,"13",110523066,110561733,FALSE
"792","YNL093W","ENSG00000168461",35,1,"18",9708165,9862551,FALSE
"793","YNL093W","ENSG00000124839",32,1,"2",237574322,237601614,FALSE
"794","YNL093W","ENSG00000169228",32,1,"5",177301198,177303744,FALSE
"795","YNL093W","ENSG00000124209",35,1,"20",58309696,58367507,FALSE
"796","YNL093W","ENSG00000144566",47,1,"3",19947079,19985175,FALSE
"797","YNL093W","ENSG00000108774",45,1,"17",42124976,42155044,FALSE
"798","YNL093W","ENSG00000111540",43,1,"12",55973913,55996683,FALSE
"800","YKL104C","ENSG00000198380",54,1,"2",69319769,69387254,TRUE
"801","YKL104C","ENSG00000131459",55,1,"5",180300690,180353387,TRUE
"802","YLR186W","ENSG00000126749",51,1,"12",6970893,6979941,TRUE
"803","YLR186W","ENSG00000268439",46,1,"12",6970921,6997428,TRUE
"806","YJR094W-A","ENSG00000197756",66,1,"2",216498189,216579180,FALSE
"809","YNR015W","ENSG00000167264",35,1,"16",67987746,68079320,FALSE
"810","YKL006W","ENSG00000188846",40,1,"3",40457292,40468587,FALSE
"812","YDR448W","ENSG00000173011",24,1,"4",7041899,7057952,FALSE
"813","YDR448W","ENSG00000276234",26,1,"17",37406874,37479730,FALSE
"815","YDR097C","ENSG00000116062",30,1,"2",47695530,47810101,FALSE
"819","YKL095W","ENSG00000105248",27,1,"19",4247079,4269090,TRUE
"820","YKL095W","ENSG00000104957",23,1,"19",13731760,13763296,TRUE
"823","YGR060W","ENSG00000170271",12,1,"5",154818491,154859252,TRUE
"824","YGR060W","ENSG00000052802",22,1,"4",165327623,165343160,TRUE
"825","YGR060W","ENSG00000138135",17,1,"10",89205629,89207314,TRUE
"827","YBR115C","ENSG00000080511",5,1,"19",10013249,10022279,FALSE
"828","YBR115C","ENSG00000184544",5,1,"17",9771434,9791297,FALSE
"829","YBR115C","ENSG00000170426",4,1,"12",56923154,56934405,FALSE
"830","YBR115C","ENSG00000139547",4,1,"12",56951431,56959374,FALSE
"831","YBR115C","ENSG00000108786",5,1,"17",42549214,42555213,FALSE
"832","YBR115C","ENSG00000176387",5,1,"16",67430652,67437553,FALSE
"833","YBR115C","ENSG00000161267",3,1,"3",197509783,197573323,FALSE
"834","YBR115C","ENSG00000135437",4,1,"12",55720367,55724705,FALSE
"835","YBR115C","ENSG00000025423",4,1,"12",56752161,56787790,FALSE
"836","YBR115C","ENSG00000109016",5,1,"17",21123364,21193265,FALSE
"837","YBR115C","ENSG00000073737",4,1,"2",169064789,169096167,FALSE
"838","YBR115C","ENSG00000086696",4,1,"16",82035004,82098534,FALSE
"839","YBR115C","ENSG00000100612",6,1,"14",60144120,60169856,FALSE
"840","YBR115C","ENSG00000119537",5,1,"18",63327726,63367510,FALSE
"842","YBR147W","ENSG00000040487",28,1,"1",19312326,19329300,FALSE
"843","YBR147W","ENSG00000174899",8,1,"3",157543246,157677749,FALSE
"844","YFL003C","ENSG00000057468",28,1,"1",75796882,75913238,FALSE
"845","YHR086W","ENSG00000180098",13,1,"1",28553085,28578545,FALSE
"846","YHR086W","ENSG00000137434",3,1,"6",10671418,10694797,FALSE
"847","YOL120C","ENSG00000063177",56,1,"19",48615328,48619536,TRUE
"849","YOR125C","ENSG00000167186",38,1,"16",19067599,19080095,FALSE
"851","YNL298W","ENSG00000157764",13,1,"7",140719327,140924764,FALSE
"852","YNL298W","ENSG00000078061",13,1,"X",47561100,47571920,FALSE
"853","YNL298W","ENSG00000143674",12,1,"1",233327768,233385148,FALSE
"854","YNL298W","ENSG00000073803",11,1,"3",185282941,185489097,FALSE
"855","YNL298W","ENSG00000173327",12,1,"11",65597755,65615382,FALSE
"856","YNL298W","ENSG00000139625",11,1,"12",53479669,53500063,FALSE
"857","YNL298W","ENSG00000135341",10,1,"6",90513573,90587045,FALSE
"858","YNL298W","ENSG00000166333",7,1,"11",6603708,6610874,FALSE
"859","YNL298W","ENSG00000141068",14,1,"17",27456714,27626438,FALSE
"860","YNL298W","ENSG00000171435",13,1,"12",117453012,117968983,FALSE
"861","YNL298W","ENSG00000006432",13,1,"14",70722526,70809534,FALSE
"862","YNL298W","ENSG00000132155",15,1,"3",12583601,12664226,FALSE
"863","YNL298W","ENSG00000130758",12,1,"19",40191744,40215575,FALSE
"864","YNL298W","ENSG00000259030",12,1,"1",74198235,74543982,FALSE
"865","YNL298W","ENSG00000116783",12,1,"1",74235401,74544428,FALSE
"866","YNL298W","ENSG00000172680",9,1,"8",56112942,56113982,FALSE
"867","YNL298W","ENSG00000091436",9,1,"2",173075435,173268010,FALSE
"868","YPL134C","ENSG00000183032",34,1,"14",36677921,37172866,FALSE
"869","YER078C","ENSG00000196236",33,1,"22",40857077,40932815,FALSE
"871","YLR129W","ENSG00000065183",37,1,"1",117929720,117966542,TRUE
"877","YGL063W","ENSG00000177192",29,1,"12",131929200,131945896,FALSE
"880","YAL039C","ENSG00000004961",35,1,"X",11111301,11123078,FALSE
"881","YOR261C","ENSG00000103035",46,1,"16",74296775,74306288,TRUE
"882","YOR261C","ENSG00000279081",22,1,"13",18206570,18207469,TRUE
"883","YOR261C","ENSG00000175390",23,1,"11",7970251,8001862,TRUE
"884","YOR261C","ENSG00000168090",20,1,"7",100088954,100092200,TRUE
"885","YLR191W","ENSG00000162928",23,1,"2",61017225,61051990,FALSE
"887","YCR027C","ENSG00000134533",30,1,"12",15107783,15348675,FALSE
"888","YCR027C","ENSG00000122035",26,1,"13",27270327,27273690,FALSE
"889","YCR027C","ENSG00000111404",23,1,"12",18080869,18320107,FALSE
"890","YCR027C","ENSG00000103710",24,1,"15",65053337,65076690,FALSE
"891","YCR027C","ENSG00000167550",35,1,"12",49064685,49070025,FALSE
"892","YCR027C","ENSG00000128045",26,1,"4",52862290,52866835,FALSE
"893","YCR027C","ENSG00000106615",34,1,"7",151466012,151520120,FALSE
"895","YER125W","ENSG00000002746",35,1,"7",43112599,43566001,TRUE
"896","YER125W","ENSG00000049759",40,1,"18",58044367,58401540,TRUE
"897","YER125W","ENSG00000119682",20,1,"14",74653437,74713115,TRUE
"898","YER125W","ENSG00000138411",36,1,"2",196194370,196593692,TRUE
"899","YER125W","ENSG00000198373",39,1,"16",69762306,69941741,TRUE
"900","YER125W","ENSG00000198742",36,1,"7",99027438,99144100,TRUE
"901","YER125W","ENSG00000108854",36,1,"17",64542295,64662068,TRUE
"902","YER125W","ENSG00000078747",41,1,"20",34363235,34511393,TRUE
"903","YER125W","ENSG00000086758",33,1,"X",53532096,53686729,TRUE
"904","YER125W","ENSG00000069869",36,1,"15",55826922,55993746,TRUE
"905","YER125W","ENSG00000123124",40,1,"8",86342738,86478420,TRUE
"907","YOL113W","ENSG00000157764",16,1,"7",140719327,140924764,FALSE
"908","YOL113W","ENSG00000078061",16,1,"X",47561100,47571920,FALSE
"909","YOL113W","ENSG00000143674",15,1,"1",233327768,233385148,FALSE
"910","YOL113W","ENSG00000073803",14,1,"3",185282941,185489097,FALSE
"911","YOL113W","ENSG00000173327",15,1,"11",65597755,65615382,FALSE
"912","YOL113W","ENSG00000139625",13,1,"12",53479669,53500063,FALSE
"913","YOL113W","ENSG00000135341",12,1,"6",90513573,90587045,FALSE
"914","YOL113W","ENSG00000166333",9,1,"11",6603708,6610874,FALSE
"915","YOL113W","ENSG00000141068",17,1,"17",27456714,27626438,FALSE
"916","YOL113W","ENSG00000171435",16,1,"12",117453012,117968983,FALSE
"917","YOL113W","ENSG00000006432",15,1,"14",70722526,70809534,FALSE
"918","YOL113W","ENSG00000132155",17,1,"3",12583601,12664226,FALSE
"919","YOL113W","ENSG00000130758",16,1,"19",40191744,40215575,FALSE
"920","YOL113W","ENSG00000259030",14,1,"1",74198235,74543982,FALSE
"921","YOL113W","ENSG00000116783",14,1,"1",74235401,74544428,FALSE
"922","YOL113W","ENSG00000172680",12,1,"8",56112942,56113982,FALSE
"923","YOL113W","ENSG00000091436",11,1,"2",173075435,173268010,FALSE
"925","YDR517W","ENSG00000115806",22,1,"2",170928464,170967129,FALSE
"926","YDR517W","ENSG00000114745",18,1,"3",39096659,39108363,FALSE
"929","YJR132W","ENSG00000205339",21,1,"11",9384622,9448126,FALSE
"930","YJR132W","ENSG00000133704",21,1,"12",30628988,30695986,FALSE
"931","YER021W","ENSG00000108344",31,1,"17",39980797,39997960,TRUE
"936","YDR365C","ENSG00000089048",32,1,"20",13714322,13784886,TRUE
"937","YNL280C","ENSG00000143815",39,1,"1",225401502,225428925,FALSE
"938","YNL280C","ENSG00000172893",29,1,"11",71428193,71452868,FALSE
"939","YNL280C","ENSG00000149809",38,1,"11",65111845,65116384,FALSE
"941","YDL154W","ENSG00000255152",23,1,"6",31740020,31764851,FALSE
"942","YDL154W","ENSG00000204410",23,1,"6",31739948,31762834,FALSE
"947","YBL036C","ENSG00000147471",38,1,"8",37762593,37779767,FALSE
"948","YGL202W","ENSG00000109576",26,1,"4",170060222,170091699,FALSE
"951","YPR178W","ENSG00000196981",19,1,"3",122412332,122416051,TRUE
"952","YPR178W","ENSG00000139323",14,1,"12",89419718,89526024,TRUE
"953","YPR178W","ENSG00000136875",34,1,"9",113275343,113292905,TRUE
"954","YPR178W","ENSG00000122692",14,1,"9",33041764,33076659,TRUE
"955","YPR178W","ENSG00000140854",14,1,"16",57735730,57757250,TRUE
"956","YPR178W","ENSG00000140395",12,1,"15",78277835,78299794,TRUE
"957","YPR178W","ENSG00000123977",18,1,"2",227871054,227924344,TRUE
"958","YPR178W","ENSG00000164087",14,1,"3",52075253,52154690,TRUE
"959","YPR178W","ENSG00000007168",17,1,"17",2593210,2685615,TRUE
"960","YPR178W","ENSG00000136918",16,1,"9",124853417,124857890,TRUE
"961","YPR178W","ENSG00000196363",18,1,"9",134135365,134159968,TRUE
"962","YPR178W","ENSG00000060688",13,1,"1",31259568,31296782,TRUE
"967","YNL069C","ENSG00000142541",55,1,"19",49487554,49492308,FALSE
"968","YIL118W","ENSG00000072422",25,1,"10",60869438,61001440,TRUE
"969","YJR008W","ENSG00000162959",35,1,"2",31865060,32011230,FALSE
"975","YJR024C","ENSG00000149089",43,1,"11",34853094,34916499,FALSE
"976","YBR042C","ENSG00000155189",18,1,"8",6708357,6759666,FALSE
"977","YBR042C","ENSG00000172954",18,1,"2",30447226,30644225,FALSE
"978","YBR042C","ENSG00000026652",19,1,"6",161129979,161274061,FALSE
"979","YBR042C","ENSG00000160216",18,1,"21",43865186,43986536,FALSE
"981","YER056C-A","ENSG00000109475",50,1,"4",108620566,108630412,FALSE
"983","YDR256C","ENSG00000121691",47,1,"11",34438925,34472062,FALSE
"985","YNL287W","ENSG00000181789",33,1,"3",129249606,129277773,TRUE
"986","YNL287W","ENSG00000158623",33,1,"7",130506238,130668748,TRUE
"988","YGR103W","ENSG00000100029",38,1,"22",30576625,30607083,TRUE
"989","YLR061W","ENSG00000163584",41,1,"3",170864875,170870483,FALSE
"990","YLR061W","ENSG00000116251",45,1,"1",6181269,6209389,FALSE
"993","YOR281C","ENSG00000163440",26,1,"4",55556525,55592212,TRUE
"994","YOR281C","ENSG00000136940",16,1,"9",122798389,122828631,TRUE
"995","YOR281C","ENSG00000116703",14,1,"1",186443566,186461122,TRUE
"996","YOR281C","ENSG00000115539",24,1,"2",100562690,100576735,TRUE
"998","YJL078C","ENSG00000122694",7,1,"9",36136536,36163913,FALSE
"999","YMR114C","ENSG00000183624",24,1,"3",129278828,129306186,FALSE
"1008","YGL251C","ENSG00000162669",28,1,"1",91260766,91404869,FALSE
"1009","YOR260W","ENSG00000070785",19,1,"1",44850522,44986722,TRUE
"1010","YKL021C","ENSG00000111845",22,1,"6",10694695,10709782,TRUE
"1011","YKR028W","ENSG00000100239",12,1,"22",50343304,50445090,FALSE
"1012","YKR028W","ENSG00000110075",11,1,"11",68460731,68615334,FALSE
"1013","YKR028W","ENSG00000105063",11,1,"19",55229780,55258995,FALSE
"1014","YOR374W","ENSG00000136010",42,1,"12",105019784,105084577,FALSE
"1015","YOR374W","ENSG00000165092",46,1,"9",72900662,73080442,FALSE
"1016","YOR374W","ENSG00000137124",48,1,"9",38392664,38398661,FALSE
"1017","YOR374W","ENSG00000164904",25,1,"5",126541841,126595418,FALSE
"1018","YOR374W","ENSG00000161618",24,1,"19",49453169,49471048,FALSE
"1019","YOR374W","ENSG00000257767",24,1,"12",111753890,111791418,FALSE
"1020","YOR374W","ENSG00000128918",48,1,"15",57953424,58497866,FALSE
"1021","YOR374W","ENSG00000184254",47,1,"15",100877714,100916626,FALSE
"1022","YOR374W","ENSG00000111275",48,1,"12",111766887,111817529,FALSE
"1023","YOR374W","ENSG00000144908",43,1,"3",126103562,126197994,FALSE
"1028","YDL015C","ENSG00000099797",29,1,"19",14517085,14565980,TRUE
"1029","YDL015C","ENSG00000205678",29,1,"4",64275257,64409468,TRUE
"1030","YJL102W","ENSG00000164347",33,1,"5",74721204,74767371,FALSE
"1038","YDL090C","ENSG00000257365",37,1,"14",64986720,65062652,FALSE
"1039","YDL090C","ENSG00000125954",36,1,"14",64914485,65061803,FALSE
"1040","YBR177C","ENSG00000168792",16,1,"17",29560547,29567137,FALSE
"1041","YBR177C","ENSG00000143994",21,1,"2",27123789,27130812,FALSE
"1042","YBR177C","ENSG00000158201",20,1,"18",21650897,21704805,FALSE
"1043","YBR177C","ENSG00000140526",18,1,"15",89087459,89202360,FALSE
"1049","YLR066W","ENSG00000129128",23,1,"4",176319964,176332245,TRUE
"1050","YBR125C","ENSG00000115241",33,1,"2",27381194,27409687,FALSE
"1054","YHR057C","ENSG00000131013",30,1,"6",149504733,149546038,FALSE
"1055","YHR057C","ENSG00000240344",23,1,"2",200870907,200889303,FALSE
"1056","YHR057C","ENSG00000153015",31,1,"5",64768930,65018763,FALSE
"1057","YHR057C","ENSG00000171960",42,1,"1",42658425,42676758,FALSE
"1058","YHR057C","ENSG00000166794",50,1,"15",64155812,64163205,FALSE
"1059","YHR057C","ENSG00000113593",40,1,"5",65563236,65587549,FALSE
"1060","YHR057C","ENSG00000137168",36,1,"6",36854827,36875024,FALSE
"1061","YHR057C","ENSG00000100023",35,1,"22",21652270,21700015,FALSE
"1062","YHR057C","ENSG00000168938",50,1,"5",123023250,123036741,FALSE
"1065","YOR077W","ENSG00000151657",34,1,"10",7750962,7787981,TRUE
"1066","YLR234W","ENSG00000177302",40,1,"17",18271428,18315007,FALSE
"1067","YLR234W","ENSG00000100038",32,1,"22",21957025,21982816,FALSE
"1071","YER112W","ENSG00000130520",24,1,"19",18306230,18323274,TRUE
"1074","YLR174W","ENSG00000182054",62,1,"15",90083045,90102504,FALSE
"1075","YLR174W","ENSG00000138413",61,1,"2",208236227,208266074,FALSE
"1077","YGR108W","ENSG00000162063",14,1,"16",2429394,2458854,FALSE
"1078","YGR108W","ENSG00000105173",15,1,"19",29811898,29824308,FALSE
"1079","YGR108W","ENSG00000157456",25,1,"15",59105078,59125045,FALSE
"1080","YGR108W","ENSG00000133101",20,1,"13",36431520,36442882,FALSE
"1081","YGR108W","ENSG00000112576",12,1,"6",41934933,42050357,FALSE
"1082","YGR108W","ENSG00000147082",20,1,"X",50202713,50351910,FALSE
"1083","YGR108W","ENSG00000145386",20,1,"4",121816444,121823933,FALSE
"1084","YGR108W","ENSG00000152669",15,1,"5",55231152,55233680,FALSE
"1085","YGR108W","ENSG00000134057",24,1,"5",69167010,69178245,FALSE
"1086","YGR108W","ENSG00000110092",10,1,"11",69641087,69654474,FALSE
"1087","YGR108W","ENSG00000175305",15,1,"8",94879770,94896678,FALSE
"1088","YGR108W","ENSG00000118971",11,1,"12",4273772,4305350,FALSE
"1091","YDR091C","ENSG00000164163",68,1,"4",145097932,145129179,TRUE
"1093","YKR092C","ENSG00000166197",34,1,"10",102152176,102163871,FALSE
"1095","YEL069C","ENSG00000160326",19,1,"9",133471095,133479137,FALSE
"1096","YEL069C","ENSG00000136856",21,1,"9",127397138,127408424,FALSE
"1097","YLR117C","ENSG00000101343",38,1,"20",20034368,20056046,TRUE
"1105","YOL013C","ENSG00000170881",10,1,"8",124474738,124487914,FALSE
"1106","YOL013C","ENSG00000145860",11,1,"5",159157409,159210053,FALSE
"1107","YOL013C","ENSG00000162298",16,1,"11",65121780,65134533,FALSE
"1108","YOL013C","ENSG00000159461",14,1,"16",56361452,56425538,FALSE
"1110","YLR089C","ENSG00000167701",37,1,"8",144502973,144507174,FALSE
"1111","YLR089C","ENSG00000166123",38,1,"16",46884378,46931297,FALSE
"1117","YDL014W","ENSG00000188573",60,1,"5",168529116,168530634,TRUE
"1118","YDL014W","ENSG00000105202",62,1,"19",39834458,39846414,TRUE
"1120","YCL064C","ENSG00000135094",30,1,"12",113392445,113426301,FALSE
"1121","YCL064C","ENSG00000139410",29,1,"12",113422237,113438276,FALSE
"1124","YGL022W","ENSG00000163527",53,1,"3",31532638,31637622,TRUE
"1125","YGL022W","ENSG00000134910",51,1,"11",125591712,125625215,TRUE
"1131","YDL190C","ENSG00000110344",22,1,"11",118359585,118399211,FALSE
"1132","YDL190C","ENSG00000130939",26,1,"1",10032832,10181239,FALSE
"1136","YDR453C","ENSG00000165672",56,1,"10",119167703,119178833,FALSE
"1137","YDR453C","ENSG00000167815",61,1,"19",12796820,12801859,FALSE
"1138","YDR453C","ENSG00000123131",51,1,"X",23664262,23686399,FALSE
"1139","YDR453C","ENSG00000117450",58,1,"1",45511036,45523047,FALSE
"1141","YDR490C","ENSG00000140992",22,1,"16",2537964,2603188,FALSE
"1143","YLR459W","ENSG00000101464",31,1,"20",34560542,34698790,TRUE
"1145","YHR099W","ENSG00000196367",28,1,"7",98877933,99013243,FALSE
"1150","YOR142W","ENSG00000131473",26,1,"17",41866908,41930542,FALSE
"1151","YOR142W","ENSG00000163541",53,1,"2",84423523,84460045,FALSE
"1152","YDR304C","ENSG00000131013",26,1,"6",149504733,149546038,FALSE
"1153","YDR304C","ENSG00000240344",21,1,"2",200870907,200889303,FALSE
"1154","YDR304C","ENSG00000153015",25,1,"5",64768930,65018763,FALSE
"1155","YDR304C","ENSG00000171960",36,1,"1",42658425,42676758,FALSE
"1156","YDR304C","ENSG00000166794",47,1,"15",64155812,64163205,FALSE
"1157","YDR304C","ENSG00000113593",34,1,"5",65563236,65587549,FALSE
"1158","YDR304C","ENSG00000137168",30,1,"6",36854827,36875024,FALSE
"1159","YDR304C","ENSG00000100023",32,1,"22",21652270,21700015,FALSE
"1160","YDR304C","ENSG00000168938",43,1,"5",123023250,123036741,FALSE
