orf	gene	go_process	go_function	go_component	essential	het_ypd_A	het_ypd_B	HET_AV	slow_ypd_het	hom_ypd_C	hom_ypd_D	HOM_AV	slow_ypd_hom	het_mm_B	slow_mm_het	hom_mm_D	slow_mm_hom
YBL071C  	YBL071C   				NO	1.005	0.999	1.002	no	0.944	0.932	0.938	no	1.007	no	0.977	NO
YBL072C  	RPS8A     	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	0.996	0.956	0.976	no	0.932	0.893	0.913	yes	0.996	no	0.941	YES
YBL073W  	YBL073W   				YES	1.006	1.011	1.008	no	ND	ND	ND	Essential	0.989	no	ND	Essential
YBL074C  	aar2      	assembly of spliceosomal tri-snRNP	molecular_function unknown	snRNP U5	YES	1.000	0.996	0.998	no	ND	ND	ND	Essential	1.006	no	ND	Essential
YBL075C  	SSA3      	response to stress*	heat shock protein activity	cytosol	NO	ND	0.931	0.931	no	0.996	1.008	1.001	no	0.884	no	1.002	NO
YBL076C  	ils1      	protein biosynthesis	isoleucine-tRNA ligase activity	cytosol	YES	0.996	1.002	0.999	no	ND	ND	ND	Essential	1.012	no	ND	Essential
YBL077W  	YBL077W   				YES	1.014	1.003	1.008	no	ND	ND	ND	Essential	1.003	no	ND	Essential
YBL078C  	AUT7      	protein-vacuolar targeting*	microtubule binding	microtubule associated complex	NO	1.007	1.008	1.007	no	1.020	1.012	1.016	no	1.020	no	1.006	NO
YBL079W  	NUP170    	mRNA-nucleus export*	structural molecule activity	nuclear pore	NO	1.006	0.993	1.000	no	0.907	0.892	0.899	yes	1.021	no	0.956	NO
YBL080C  	PET112    	protein biosynthesis*	molecular_function unknown	mitochondrion	NO	1.004	1.011	1.007	no	0.960	0.946	0.954	yes	0.980	no	0.909	YES
YBL081W  	YBL081W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.996	1.007	1.000	no	1.011	1.002	1.006	no	1.008	no	1.000	NO
YBL082C  	RHK1      	protein amino acid glycosylation*	"alpha-1,3-mannosyltransferase activity"	endoplasmic reticulum	NO	1.009	1.009	1.009	no	1.025	1.002	1.016	no	1.011	no	0.907	YES
YBL083C  	YBL083C   				NO	1.011	1.005	1.008	no	0.973	1.009	0.991	no	1.016	no	0.894	YES
YBL084C  	cdc27     	ubiquitin-dependent protein catabolism*	protein binding*	anaphase-promoting complex	YES	1.000	1.006	1.002	no	ND	ND	ND	Essential	1.002	no	ND	Essential
YBL085W  	BOI1      	establishment of cell polarity (sensu Saccharomyces)*	phospholipid binding	bud neck*	NO	1.010	1.007	1.009	no	1.011	1.003	1.007	no	0.998	no	1.007	NO
YBL086C  	YBL086C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.008	0.991	1.000	no	1.015	1.001	1.008	no	0.778	no	1.016	NO
YBL087C  	RPL23A    	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.995	0.952	0.974	no	0.930	0.916	0.923	yes	0.958	no	0.951	NO
YBL088C  	tel1      	telomerase-dependent telomere maintenance*	inositol/phosphatidylinositol kinase activity	nucleus	NO	1.013	1.002	1.008	no	1.003	1.006	1.005	no	1.001	no	1.006	NO
YBL089W  	YBL089W   	transport	transporter activity	cellular_component unknown	NO	1.009	1.007	1.008	no	1.000	0.997	0.998	no	1.004	no	1.007	NO
YBL090W  	MRP21     	protein biosynthesis*	structural constituent of ribosome	mitochondrial small ribosomal subunit	NO	1.003	1.011	1.007	no	0.853	0.864	0.858	yes	0.998	no	0.879	YES
YBL091C  	MAP2      	proteolysis and peptidolysis	methionyl aminopeptidase activity	cytoplasm	NO	0.949	0.903	0.926	no	1.014	1.015	1.014	no	0.913	no	1.009	NO
YBL091C-A	YBL091C-A 	NOT chromatin silencing at telomere	molecular_function unknown	cellular_component unknown		0.980	1.004	0.992	no	1.006	1.003	1.004	no	0.988	no	1.009	NO
YBL092W  	RPL32     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	YES	0.996	1.000	0.998	no	ND	ND	ND	Essential	0.996	no	ND	Essential
YBL093C  	ROX3      	transcription from Pol II promoter	RNA polymerase II transcription mediator activity	nucleus*	NO	0.995	0.960	0.978	no	0.863	0.819	0.841	yes	0.988	no	0.710	YES
YBL094C  	YBL094C   				NO	1.003	1.010	1.006	no	1.015	1.003	1.009	no	0.999	no	1.016	NO
YBL095W  	YBL095W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	0.997	0.989	0.993	no	1.028	1.021	1.025	no	0.971	no	1.010	NO
YBL096C  	YBL096C   				NO	1.003	0.990	0.995	no	1.024	1.019	1.021	no	0.972	no	1.006	NO
YBL097W  	BRN1      	mitotic chromosome segregation*	molecular_function unknown	nucleus*	YES	1.012	1.002	1.007	no	ND	ND	ND	Essential	0.988	no	ND	Essential
YBL098W  	YBL098W   	nicotinamide adenine dinucleotide biosynthesis	kynurenine 3-monooxygenase activity	mitochondrion	NO	1.005	1.001	1.003	no	1.033	1.023	1.028	no	0.989	no	1.014	NO
YBL099W  	ATP1      	ATP synthesis coupled proton transport	"hydrogen-transporting ATP synthase activity, rotational mechanism"	"proton-transporting ATP synthase, catalytic core (sensu Eukarya)"	NO	0.994	0.995	0.994	no	0.941	0.915	0.928	yes	0.797	no	0.900	YES
YBL100C  	YBL100C   				NO	1.002	1.016	1.009	no	0.937	0.933	0.936	no	1.004	no	0.942	YES
YBL101C  	ECM21     	cell wall organization and biogenesis	molecular_function unknown	cytoplasm	NO	1.003	0.998	1.000	no	1.031	ND	1.031	no	1.021	no	ND	NO
YBL102W  	SFT2      	Golgi to endosome transport	molecular_function unknown	Golgi membrane	NO	1.010	0.995	1.003	no	1.029	1.017	1.023	no	0.996	no	1.005	NO
YBL103C  	RTG3      	transcription initiation from Pol II promoter	specific RNA polymerase II transcription factor activity	cytoplasm*	NO	1.010	1.007	1.008	no	ND	0.993	0.993	no	0.953	no	0.755	YES
YBL104C  	YBL104C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.002	0.998	1.000	no	1.010	1.005	1.007	no	0.996	no	0.997	NO
YBL105C  	pkc1      	cell wall organization and biogenesis*	protein kinase C activity	site of polarized growth (sensu Saccharomyces)	YES	1.008	0.995	1.001	no	ND	ND	ND	Essential	0.975	no	ND	Essential
YBL106C  	SRO77     	Golgi to plasma membrane transport*	molecular_function unknown	plasma membrane	NO	1.006	0.999	1.003	no	1.012	1.013	1.012	no	0.991	no	1.007	NO
YBL107C  	YBL107C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.989	0.987	0.988	no	1.013	0.995	1.004	no	0.976	no	1.024	NO
YBR001C  	NTH2      	response to stress*	"alpha,alpha-trehalase activity"	cytoplasm*	NO	1.009	0.994	1.001	no	1.029	1.028	1.029	no	0.998	no	1.015	NO
YBR002C  	RER2      	protein amino acid glycosylation*	prenyltransferase activity	endoplasmic reticulum	YES	1.002	0.988	0.995	no	ND	ND	ND	Essential	0.957	no	ND	Essential
YBR003W  	COQ1      	ubiquinone metabolism	trans-hexaprenyltranstransferase activity	mitochondrion	NO	1.020	1.002	1.011	no	0.981	0.976	0.979	no	0.994	no	0.933	YES
YBR004C  	YBR004C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.995	0.998	0.996	no	ND	ND	ND	no	0.987	no	ND	NO
YBR005W  	YBR005W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.007	1.004	1.006	no	1.026	1.012	1.019	no	1.005	no	1.016	NO
YBR006W  	UGA2      	response to oxidative stress*	succinate-semialdehyde dehydrogenase [NAD(P)] activity	cytoplasm	NO	1.007	1.005	1.006	no	1.007	1.019	1.013	no	0.976	no	0.999	NO
YBR007C  	YBR007C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.005	0.989	0.997	no	1.033	1.006	1.019	no	0.993	no	1.030	NO
YBR008C  	FLR1      	response to toxin	multidrug transporter activity	integral to plasma membrane	NO	0.996	0.984	0.990	no	1.034	1.013	1.023	no	0.960	no	1.020	NO
YBR009C  	HHF1      	chromatin assembly/disassembly	DNA binding	nuclear nucleosome	NO	0.996	0.980	0.988	no	0.961	0.951	0.957	yes	0.780	no	0.979	NO
YBR010W  	HHT1      	chromatin assembly/disassembly	DNA binding	nucleus*	NO	1.002	0.996	0.999	no	0.980	0.991	0.986	no	0.871	no	1.014	NO
YBR011C  	ipp1      	phosphate metabolism	inorganic diphosphatase activity	cytosol	YES	1.010	0.991	1.000	no	ND	ND	ND	Essential	0.987	no	ND	Essential
YBR012C  	YBR012C   				NO	1.006	0.986	0.995	no	1.028	1.009	1.019	no	0.985	no	1.019	NO
YBR013C  	YBR013C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.996	1.008	1.002	no	1.033	1.008	1.020	no	1.002	no	1.036	NO
YBR014C  	YBR014C   	biological_process unknown	molecular_function unknown	vacuole (sensu Fungi)	NO	0.999	0.993	0.995	no	1.006	1.012	1.010	no	0.815	no	1.020	NO
YBR015C  	mnn2      	protein amino acid glycosylation	"alpha-1,2-mannosyltransferase activity"	Golgi apparatus	NO	0.985	1.007	0.996	no	0.964	0.964	0.964	yes	0.989	no	0.937	YES
YBR016W  	YBR016W   	response to dessication	molecular_function unknown	plasma membrane	NO	0.989	0.995	0.992	no	0.994	1.019	1.008	no	0.989	no	1.005	NO
YBR017C  	KAP104    	protein-nucleus import*	nuclear localization sequence binding	cytosol	NO	1.005	0.992	0.999	no	ND	0.861	0.861	no	0.984	no	0.758	YES
YBR018C  	gal7      	galactose metabolism	UTP-hexose-1-phosphate uridylyltransferase activity	cytoplasm	NO	0.980	1.000	0.990	no	1.037	1.016	1.026	no	0.977	no	1.011	NO
YBR019C  	gal10     	galactose metabolism	molecular_function unknown	cellular_component unknown	NO	0.969	0.995	0.982	no	1.013	1.013	1.013	no	0.982	no	1.029	NO
YBR020W  	gal1      	galactose metabolism	galactokinase activity	cellular_component unknown	NO	0.962	0.982	0.972	no	0.998	0.995	0.997	no	0.964	no	0.988	NO
YBR021W  	fur4      	uracil transport	uracil permease activity	plasma membrane	NO	1.012	1.003	1.007	no	ND	1.020	1.020	no	0.882	yes	0.773	YES
YBR022W  	YBR022W   	biological_process unknown	hydrolase activity	cellular_component unknown	NO	1.006	0.994	1.000	no	1.025	1.007	1.016	no	0.967	no	1.006	NO
YBR023C  	chs3      	response to osmotic stress*	chitin synthase activity	contractile ring (sensu Saccharomyces)	NO	1.026	1.001	1.018	no	1.034	1.001	1.015	no	0.982	no	1.003	NO
YBR024W  	SCO2      	copper ion transport	molecular_function unknown	mitochondrial membrane	NO	1.008	0.996	1.002	no	1.025	1.007	1.016	no	0.985	no	1.016	NO
YBR025C  	YBR025C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.989	0.989	0.989	no	0.954	0.938	0.946	yes	0.984	no	0.978	NO
YBR026C  	MRF1'     	aerobic respiration*	enoyl-[acyl-carrier protein] reductase activity	mitochondrion	NO	0.954	1.002	0.973	no	0.874	0.810	0.842	yes	0.970	no	0.888	YES
YBR027C  	YBR027C   				NO	0.981	1.004	0.993	no	0.981	1.005	0.993	no	0.980	no	0.991	NO
YBR028C  	YBR028C   	biological_process unknown	protein kinase activity	cytoplasm	NO	0.981	0.994	0.988	no	0.993	0.989	0.991	no	0.992	no	1.017	NO
YBR029C  	CDS1      	phosphatidylglycerol biosynthesis*	phosphatidate cytidylyltransferase activity	mitochondrion*	YES	0.992	0.989	0.990	no	ND	ND	ND	Essential	1.011	no	ND	Essential
YBR030W  	YBR030W   	phospholipid metabolism	molecular_function unknown	nucleus	NO	0.992	0.998	0.995	no	1.025	1.000	1.013	no	0.976	no	0.996	NO
YBR031W  	RPL4A     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.982	0.996	0.989	no	0.913	0.912	0.913	yes	0.982	no	0.987	NO
YBR032W  	YBR032W   				NO	1.010	0.993	1.001	no	1.035	1.010	1.023	no	0.978	no	1.009	NO
YBR033W  	YBR033W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.017	1.007	1.012	no	1.014	1.005	1.009	no	0.947	no	1.004	NO
YBR034C  	HMT1      	mRNA-nucleus export*	protein-arginine N-methyltransferase activity	nucleus	NO	1.031	1.010	1.020	no	1.006	0.998	1.001	no	1.004	no	1.005	NO
YBR035C  	PDX3      	fatty acid metabolism	pyridoxamine-phosphate oxidase activity	cellular_component unknown	NO	0.963	1.015	0.989	no	0.907	0.927	0.917	yes	1.004	no	0.875	YES
YBR036C  	CSG2      	calcium ion homeostasis	enzyme regulator activity	integral to endoplasmic reticulum membrane	NO	1.009	0.992	1.002	no	1.049	0.998	1.020	no	0.983	no	0.954	NO
YBR037C  	SCO1      	protein complex assembly*	molecular_function unknown	mitochondrial inner membrane	NO	1.004	0.996	1.000	no	0.932	0.938	0.935	yes	0.955	no	0.861	YES
YBR038W  	CHS2      	response to osmotic stress*	chitin synthase activity	contractile ring (sensu Saccharomyces)	YES	1.007	1.001	1.004	no	ND	ND	ND	Essential	0.942	yes	ND	Essential
YBR039W  	ATP3      	ATP synthesis coupled proton transport	"hydrogen-transporting ATP synthase activity, rotational mechanism"	"proton-transporting ATP synthase, central stalk (sensu Eukarya)"	NO	0.983	0.967	0.975	no	ND	0.819	0.819	no	0.975	no	0.927	YES
YBR040W  	FIG1      	cellular morphogenesis during conjugation with cellular fusion*	molecular_function unknown	cell wall (sensu Fungi)*	NO	0.984	0.999	0.991	no	1.025	1.012	1.019	no	0.981	no	0.990	NO
YBR041W  	FAT1      	lipid transport*	long-chain-fatty-acid-CoA ligase activity*	plasma membrane*	NO	ND	ND	ND	no	0.989	0.992	0.990	no	ND	no	0.962	NO
YBR042C  	YBR042C   	phospholipid biosynthesis	acyltransferase activity	lipid particle	NO	1.006	0.998	1.002	no	1.028	1.001	1.015	no	0.979	no	0.995	NO
YBR043C  	YBR043C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.014	0.997	1.006	no	1.010	1.010	1.010	no	0.978	no	1.002	NO
YBR044C  	TCM62     	protein complex assembly	chaperone activity	mitochondrial inner membrane	NO	1.014	0.999	1.006	no	0.969	0.990	0.979	no	0.994	no	0.972	NO
YBR045C  	GIP1      	spore wall assembly (sensu Saccharomyces)	protein phosphatase 1 binding	prospore membrane*	NO	1.007	0.996	1.000	no	1.028	1.009	1.017	no	0.967	no	1.010	NO
YBR046C  	ZTA1      	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.017	0.991	1.004	no	1.031	1.010	1.021	no	0.991	no	1.013	NO
YBR047W  	YBR047W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.003	0.990	0.997	no	1.012	1.006	1.009	no	0.981	no	1.012	NO
YBR048W  	RPS11B    	protein biosynthesis*	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	0.978	0.968	0.973	yes	0.874	0.851	0.863	yes	0.984	no	0.945	YES
YBR049C  	REB1      	regulation of transcription from Pol II promoter*	RNA polymerase II transcription factor activity*	nucleus	YES	ND	0.992	0.992	no	ND	ND	ND	Essential	0.976	no	ND	Essential
YBR050C  	REG2      	negative regulation of transcription from Pol II promoter*	protein phosphatase type 1 activity	protein phosphatase type 1 complex	NO	0.974	0.974	0.974	no	1.022	1.005	1.013	no	0.981	no	0.998	NO
YBR051W  	YBR051W   				NO	1.011	0.990	1.000	no	1.026	1.007	1.017	no	0.981	no	1.006	NO
YBR052C  	YBR052C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.994	0.995	0.995	no	1.003	1.007	1.005	no	0.965	no	1.002	NO
YBR053C  	YBR053C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.996	0.982	0.989	no	1.034	1.007	1.018	no	0.983	no	1.008	NO
YBR054W  	YRO2      	biological_process unknown	molecular_function unknown	bud	NO	1.012	0.997	1.005	no	1.013	1.005	1.009	no	0.991	no	1.003	NO
YBR055C  	prp6      	"nuclear mRNA splicing, via spliceosome"	pre-mRNA splicing factor activity	small nuclear ribonucleoprotein complex	YES	1.009	1.005	1.007	no	ND	ND	ND	Essential	0.987	no	ND	Essential
YBR056W  	YBR056W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.015	0.991	1.003	no	1.008	1.008	1.008	no	0.991	no	1.014	NO
YBR057C  	MUM2      	premeiotic DNA synthesis	molecular_function unknown	cytoplasm	NO	0.979	0.993	0.985	no	1.023	1.002	1.012	no	0.840	no	1.005	NO
YBR058C  	UBP14     	protein deubiquitination*	ubiquitin-specific protease activity	cytoplasm	NO	0.980	0.984	0.982	no	1.008	1.001	1.005	no	0.986	no	0.992	NO
YBR059C  	AKL1      	biological_process unknown	protein kinase activity	cytoplasm*	NO	0.986	0.994	0.990	no	1.004	1.003	1.003	no	0.984	no	1.005	NO
YBR060C  	ORC2      	DNA replication initiation*	DNA replication origin binding	nuclear origin of replication recognition complex	YES	0.992	0.996	0.994	no	ND	ND	ND	Essential	0.935	no	ND	Essential
YBR061C  	YBR061C   	protein biosynthesis*	tRNA methyltransferase activity	cytoplasm	NO	0.991	1.002	0.996	no	1.037	0.934	0.969	no	0.749	no	0.974	NO
YBR062C  	YBR062C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.016	0.999	1.008	no	1.033	1.007	1.020	no	0.982	no	1.022	NO
YBR063C  	YBR063C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.997	1.002	0.999	no	1.022	1.008	1.014	no	0.973	no	1.014	NO
YBR064W  	YBR064W   				NO	1.005	0.995	1.000	no	1.035	1.002	1.018	no	0.967	no	1.023	NO
YBR065C  	ECM2      	cell wall organization and biogenesis	molecular_function unknown	nucleus	NO	0.989	0.994	0.992	no	1.020	1.012	1.016	no	0.979	no	1.014	NO
YBR066C  	nrg2      	invasive growth (sensu Saccharomyces)	transcriptional repressor activity	nucleus	NO	1.003	0.994	0.999	no	1.019	1.008	1.013	no	0.986	no	1.007	NO
YBR067C  	TIP1      	cell wall organization and biogenesis	structural constituent of cell wall*	cell wall (sensu Fungi)	NO	1.000	1.001	1.001	no	1.041	1.011	1.026	no	0.990	no	1.020	NO
YBR068C  	BAP2      	amino acid transport	amino acid transporter activity	plasma membrane	NO	1.006	1.003	1.005	no	1.034	1.004	1.019	no	0.995	no	1.006	NO
YBR069C  	TAT1      	amino acid transport	amino acid transporter activity	plasma membrane	NO	0.970	0.996	0.983	no	0.996	0.990	0.993	no	0.979	no	1.004	NO
YBR070C  	YBR070C   	biological_process unknown	molecular_function unknown	cellular_component unknown	YES	0.985	0.989	0.987	no	ND	ND	ND	Essential	0.993	no	ND	Essential
YBR071W  	YBR071W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.000	1.000	1.000	no	1.033	1.007	1.020	no	0.989	no	1.000	NO
YBR072W  	HSP26     	response to stress*	chaperone activity*	cytoplasm*	NO	0.999	0.993	0.996	no	1.029	1.012	1.021	no	0.723	no	1.017	NO
YBR073W  	RDH54     	meiotic recombination*	DNA dependent ATPase activity*	nucleus	NO	0.993	1.005	0.999	no	1.031	1.003	1.017	no	0.982	no	1.017	NO
YBR074W  	YBR074W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.987	1.000	0.993	no	1.018	1.004	1.011	no	0.991	no	0.991	NO
YBR075W  	YBR075W   				NO	1.008	0.999	1.004	no	1.016	1.013	1.015	no	0.981	no	1.000	NO
YBR076W  	ECM8      	cell wall organization and biogenesis	molecular_function unknown	cellular_component unknown	NO	1.002	0.990	0.996	no	1.021	1.006	1.011	no	0.979	no	1.031	NO
YBR077C  	YBR077C   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	0.998	1.002	1.000	no	0.950	0.954	0.952	yes	0.985	no	0.995	NO
YBR078W  	ECM33     	cell wall organization and biogenesis	molecular_function unknown	plasma membrane	NO	0.940	0.965	0.949	yes	0.935	0.930	0.933	yes	0.887	yes	0.877	YES
YBR079C  	RPG1      	translational initiation	translation initiation factor activity	cytoplasm*	YES	1.005	0.999	1.002	no	ND	ND	ND	Essential	0.988	no	ND	Essential
YBR080C  	SEC18     	ER to Golgi transport*	ATPase activity	cytoplasm*	YES	0.987	0.997	0.992	no	ND	ND	ND	Essential	1.007	no	ND	Essential
YBR081C  	spt7      	protein complex assembly*	structural molecule activity	SAGA complex	NO	0.988	1.005	0.997	no	ND	0.856	0.856	no	0.979	no	0.761	YES
YBR082C  	ubc4      	response to stress*	ubiquitin conjugating enzyme activity	proteasome complex (sensu Eukarya)	NO	1.007	0.997	1.002	no	ND	0.936	0.936	no	0.989	no	0.953	NO
YBR083W  	tec1      	positive regulation of transcription from Pol II promoter*	specific RNA polymerase II transcription factor activity	nucleus	NO	0.994	1.009	1.001	no	1.020	1.008	1.014	no	1.006	no	1.028	NO
YBR084C-A	RPL19A    	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.948	0.969	0.958	yes	0.873	0.870	0.872	yes	0.963	no	0.952	NO
YBR084W  	mis1      	"nucleobase, nucleoside, nucleotide and nucleic acid metabolism*"	formate-tetrahydrofolate ligase activity*	mitochondrion	NO	0.993	0.999	0.996	no	1.015	1.012	1.014	no	0.985	no	1.025	NO
YBR085W  	AAC3      	ATP/ADP exchange	ATP:ADP antiporter activity	mitochondrial inner membrane	NO	1.008	1.009	1.008	no	1.043	1.007	1.025	no	0.708	no	1.004	NO
YBR086C  	IST2      	response to osmotic stress	molecular_function unknown	plasma membrane*	NO	0.990	0.995	0.992	no	1.046	1.012	1.019	no	0.987	no	0.995	NO
YBR087W  	RFC5      	mismatch repair*	molecular_function unknown*	DNA replication factor C complex	YES	0.984	0.995	0.990	no	ND	ND	ND	Essential	1.003	no	ND	Essential
YBR088C  	pol30     	lagging strand elongation*	DNA polymerase processivity factor activity	replication fork	YES	0.996	1.004	0.999	no	ND	ND	ND	Essential	1.008	no	ND	Essential
